id,cty,state,pop18,pop65,hsgrad,bagrad,poverty,unemp,pcincome,region,crime_per1k,per_area,per_doc,per_bed
169,Lane,OR,27.4,13.1,83,22.2,9.4,6.5,15701,West,56.876343173849115,16.096878181201223,1.7567300079176562,2.3116728876823887
241,Bell,TX,34.6,8.8,79.1,17.2,12.2,6.7,13536,South,56.85862011219962,5.541949258980156,2.6846269781461944,2.99338524658796
200,Cumberla,ME,29.1,13,85,27.6,5.7,5.7,21362,Northeast,56.824397968206966,3.438418985337364,3.0106730828552037,4.540687272502931
372,Taylor,TX,30.7,12,75.4,20.7,11.2,5.9,16021,South,56.70469265805859,7.655342442856545,1.7049015920772221,3.902887468137562
367,Aiken,SC,26.7,11.4,70.7,17.2,11,4.9,17898,South,56.51562758392591,8.87216801719861,1.0583760542417728,1.5792955184388955
413,La_Porte,IN,26,13.1,73.9,11.7,7.8,5.8,16655,North Central,56.236340201371114,5.585339883809986,1.3916649543272375,4.847477257019035
391,Benton,WA,25.1,10.1,83.9,23.3,8.9,6.8,17332,West,55.51705756929638,15.129708599857853,1.261549395877754,2.4697938877043355
138,Spokane,WA,27,13.2,84.4,20.6,9.8,6.2,16365,West,55.462082553879185,4.881504521756455,2.357733476494615,3.7247761260114456
296,Chesapea,VA,28.6,8.4,77.1,16.9,7,6.1,16924,South,55.44954466494709,2.243775332947308,1.394957098489235,1.3817971258619781
137,Dane,WI,35.6,9.3,88.9,34.2,4.8,3.1,20087,North Central,55.42040671779016,3.274445973003528,4.366836018905703,3.7647956195431576
185,St._Clai,IL,26.8,12.7,72.6,14.7,13.9,8.4,16190,North Central,55.403801378722626,2.5261363809291923,1.2516549236832895,4.139211419353857
351,Whatcom,WA,28.8,12.5,83.2,22,7.4,6.3,16002,West,55.329472530912504,16.591015808420725,1.5886680231648145,1.6747534825481296
150,Lee,FL,21.5,24.7,76.9,16.4,6.1,6.4,18877,South,55.03218317403383,2.3991907207419585,1.5188906428577824,3.586849808870441
329,Rock,WI,26.2,12.6,78.2,13.3,7.8,9.7,16742,North Central,54.78460325424701,5.168088309081787,1.2257185864812559,3.519460970539746
186,Escambia,FL,29.2,11.9,76.2,18.2,13.3,5.8,15392,South,54.71883347666268,2.526655453998889,1.9863164864268372,6.027443131226264
266,Buncombe,NC,24.8,16.1,74.5,19.1,8.2,4.9,16934,South,54.40993930935071,3.752409607541428,2.6827440639282467,4.147099032724902
389,Washingt,AR,32,11.2,73.2,20,9.8,3.7,14736,South,53.981606398081276,8.376760221851882,1.8340696064686226,5.740285162553237
380,Pinal,AZ,24.4,13.7,65.5,8.2,18.7,7.9,11396,West,53.918662301617985,46.14234526847627,0.5241495458802705,2.655118191426288
395,Comanche,OK,34.5,8.7,81.1,18.4,13.3,6.6,13228,South,53.63005220386416,9.588647901978723,1.1391564860161814,3.1124984302961805
39,Fairfiel,CT,26.7,13.3,81,34.2,4.5,5.9,32342,Northeast,53.614774450398414,0.7563629333832742,2.9203342012577855,3.013369258558923
110,Jefferso,CO,26.9,8,89.8,30.7,4.1,4.1,20997,West,53.493145998220925,1.7608284104646124,1.2567570649818671,0.6796980133658737
105,Hampden,MA,27.8,14.8,73.6,17.6,10.9,9.6,19073,Northeast,53.137121693585506,1.356533935263308,1.9811093335670924,3.6488352216694793
397,Kent,DE,29.7,10.3,73.1,15,8.7,7.6,14946,Northeast,52.6699881974539,5.324660113700864,1.1081779932067788,1.7388483958447831
154,Kane,IL,27.8,9.3,77.7,21.4,5,7.5,21684,North Central,52.66937767544122,1.6410947771607485,1.4898998648695472,3.9783161296622365
435,Charles,MD,29.9,6.5,81,16.2,3.7,4.9,19317,South,52.18775332661091,4.557407517250924,0.6623564070624988,1.0281353184253712
379,Macon,IL,24.1,14.5,76.2,14.8,9.8,8.9,18021,North Central,52.07071310342474,4.957084108322099,1.4589696773202738,6.1856901523812775
254,Montgome,TX,25.5,8.6,75.5,19.4,9.4,5.5,17084,South,51.970077002870454,5.72993562055093,0.6860555101234351,1.8660709875357435
315,Anderson,SC,25.5,13.6,64,12.9,8.6,6.6,14205,South,51.826496597702416,4.945039808259181,1.3705611724840905,3.1405823851896746
15,Cuyahoga,OH,26.3,15.6,74,20.1,11,5.5,21086,North Central,51.80081295055731,0.32433044882235473,3.9797753763791124,5.758635829308709
350,Kenosha,WI,27.5,12.6,75.1,12.7,7.6,6.4,17338,North Central,51.61451385150685,2.129800828515927,1.0922055530850907,2.6056903909315734
270,Placer,CA,23.5,12,85.1,22.7,5.3,6.8,20168,West,51.52897057802264,8.125188083057477,1.9039792587791384,1.8634690617838376
161,Albany,NY,30.4,14.7,80.9,28.3,6,4.5,21003,Northeast,51.52873948201262,1.7908774616020833,4.296055284797364,4.258460528924037
13,Santa_Cl,CA,32.6,8.7,82,32.6,5,5.5,25193,West,51.42239764633137,0.8620591795947721,2.7384234667065535,2.231604785597001
377,Rutherfo,TN,33.1,8.4,73.9,18.7,7.6,5.4,15501,South,51.210255545247534,5.220544825841276,1.121700261448933,1.8132748587332377
62,Essex,MA,27.3,14.1,80.2,25.9,7.5,9,22834,Northeast,51.20582617000955,0.7431948424068767,1.768445558739255,2.998149474689589
114,Anne_Aru,MD,29.6,8.8,81.1,24.6,3,5,22797,South,51.08616020541196,0.973693880942517,1.4418159390879577,1.444156549378685
88,Summit,OH,26.8,13.8,78.3,19.7,9.5,6,18583,North Central,50.92914425522826,0.8019573195596031,2.3612108972989767,4.322414027456844
278,Vanderbu,IN,27,15.7,75.2,16,9.1,5.7,18093,North Central,50.921494262622836,1.42374195737256,2.490033806298392,8.336463546147414
415,Yuma,AZ,27.4,13.8,64.9,12.7,15.4,17.8,11490,West,50.64783198465784,51.58332943542729,1.1038869919079473,1.84292997801581
18,Suffolk,NY,27.9,10.8,82.2,23,3.3,7,24262,Northeast,50.476448409216076,0.6891783118384343,2.2854090889834358,2.9534051914569126
437,Martin,FL,20.4,27.5,79.7,20.3,5,9.8,27125,South,50.35678889990089,5.510406342913776,1.912784935579782,2.7452923686818633
336,Monroe,MI,26.1,10.4,74.1,10.5,6.9,11.1,17278,North Central,50.34431137724551,4.1242514970059885,0.62125748502994,1.3622754491017963
140,Monterey,CA,32.6,9.8,72.9,21.5,8.5,10.9,19465,West,50.24461564415453,9.340381263003993,1.4480121464319855,1.6926277905865152
303,Onslow,NC,49.7,4.4,83,13.4,9.8,5.6,10190,South,50.08742775530907,5.118861703973625,0.6940829429116779,0.887625301992819
308,Shasta,CA,22.8,14.1,78.4,13.7,11,10.3,16277,West,49.89254332272368,25.748796213172284,1.8158818248592181,3.1828939851464946
182,Mahoning,OH,23.5,17.1,74.6,14,12.8,6.7,16256,North Central,49.77606247592578,1.567185033571747,2.2695860365701686,5.56256278181008
101,Onondaga,NY,29.4,13,80.7,24.4,7.1,5.6,19401,Northeast,49.57428252799202,1.6632087561544053,3.270977220436998,3.5567079554686516
135,Santa_Ba,CA,32.8,12.3,80,26.6,7.4,6,21902,West,49.54708772537391,7.410553884115063,2.367373000584403,2.789441786974308
232,Kanawha,WV,23.9,15.7,72.4,17.6,12.3,7.5,17192,South,49.35001131880993,4.34931292415434,2.7405969588525134,6.463762950404346
256,Butte,CA,28.2,17.3,77.6,19.5,12.2,9.4,15051,West,49.08302218317593,9.005051614320228,1.7955194377333625,3.4318032066769164
311,Jackson,OR,22.1,16.2,80.1,17.6,9.7,7.6,15582,West,48.979089958945,19.024653491724106,1.7965830765972854,3.5658416957558283
284,Thurston,WA,25.3,11.7,86.5,24.7,7.1,5.9,17312,West,48.88425805331249,4.508862675051787,1.7551693769458812,3.101005966335479
323,Kenton,KY,28.3,11.5,74.4,17,8.2,5.4,16935,South,48.756961508403094,1.1476367835190908,1.8517084298498216,5.160845167604256
66,Jefferso,KY,27,13.4,74.1,19.3,10.9,6.3,19140,South,48.75499483409706,0.579002221263067,3.264970967174334,5.352386767468197
205,Dauphin,PA,26.8,14.3,77.6,18.6,7.2,5.5,18348,Northeast,48.62223679950213,2.207616909084028,3.4649073011147413,5.9921030389423615
392,Boone,MO,40.9,8.4,84.8,36.5,9.3,3.2,17175,North Central,48.549995995693145,6.095444878491533,6.638250918765962,9.103124249192463
142,Gwinnett,GA,32.6,4.7,86.7,29.6,2.9,4,19861,South,48.50811821710918,1.2269417131846645,0.7679011646028733,1.2439432149839902
289,Elkhart,IN,26.8,11.2,72.8,14.2,5.3,6.4,16770,North Central,48.48333525397252,2.970588611890037,1.0499494231680302,3.060218440697064
248,Howard,MD,29.8,6.1,91.1,46.9,2.2,4.1,27546,South,48.34835155449266,1.3452340280150323,3.7100700375811413,1.110351896139392
373,Humboldt,CA,27.5,12.3,80.5,20,12.8,8.8,16138,West,48.16232643261304,29.995466680098726,1.7377726288218405,2.6108564616598664
262,Merced,CA,28.2,9.2,63.1,12,15.4,14.6,13961,West,48.13259866706277,10.812598442851296,1.0369780777229083,1.8889816875276761
306,Rock_Isl,IL,24.9,15,77.4,15,10.2,7.5,17818,North Central,48.102848920476326,2.871109377836649,1.4052970959434654,5.170686443925956
250,Larimer,CO,32.1,9.6,88.6,32.3,6.6,4.1,17140,West,47.92732195813813,13.973653672583488,1.493531611294967,2.1973180899987104
127,Sonoma,CA,25.8,13.4,84.4,24.5,5.2,5.7,22055,West,47.79739427441,4.059532947643359,2.1637104543276786,2.0555249316112945
162,Butler,OH,29.9,10.2,76,18.7,7.6,6.6,16750,North Central,47.516287622779,1.6021737415045336,1.0566798980372514,3.012223865184113
136,Stark,OH,24.9,14.4,76,14.3,8.9,6.9,16898,North Central,47.5155406232572,1.566984506984779,1.6186732320415687,4.1813458111729265
242,Kitsap,WA,27.7,10.7,86.6,19.8,7.5,5.2,17009,West,47.41449736732532,2.087165513279327,1.2280544560456648,1.2860312758589794
401,Rowan,NC,26,15.2,66,11.7,6.8,5.4,15691,South,47.312508476108675,4.620044301794675,1.0306948148817865,2.2060485511504906
233,Ada,ID,27.6,10.4,87.2,24.9,6.2,4.1,18786,West,47.14372494229134,5.126959057222694,1.783501397157089,2.706839995140323
25,Oakland,MI,27.6,10.9,84.6,30.2,4.4,7.3,26884,North Central,47.0324624028232,0.8056537885108047,3.709883424757658,3.002975289592393
344,Tippecan,IN,42.3,9.5,85.2,30.7,6.8,3.2,15847,North Central,47.02215960428184,3.8285425504219055,1.776443743395764,4.862249039035819
440,Morgan,AL,26.3,11.7,69.4,15.5,9.4,7.1,16458,South,46.909828773627346,5.817498475655468,1.219475625481043,4.638005657567246
69,San_Mate,CA,28.4,12.3,84.1,31.3,4.3,4.2,28819,West,46.90874553394815,0.6911701094327017,2.7923888162826747,2.527619865675938
293,Lake,FL,19,27.5,70.6,12.7,7.9,8.9,17496,South,46.67201388523642,6.265449955293747,1.0979329932151685,4.365434176616
340,Rapides,LA,26.8,12,69,14.6,18.6,7.1,14615,South,46.375687919973245,10.056553862993706,1.869926115114476,5.837818115479339
172,Clackama,OR,23.1,11.5,85.7,23.6,4.7,4.2,19942,West,46.100053792361486,6.698942083557468,1.6568047337278107,1.237224314147391
346,McLean,IL,37,10.5,84.7,29,5.9,4.6,18961,North Central,46.052020436600095,9.165505496206844,1.3237343241987924,4.551788202508129
139,Will,IL,27.4,8.6,80.4,18,4.5,7.4,18787,North Central,45.98769146378665,2.3424840406030567,0.8340026811227131,2.0878053695219596
48,Montgome,MD,28.6,10.2,90.6,49.9,2.7,3.3,30081,South,45.908534305909825,0.6538736399098051,6.1226349918827205,1.9906819703920733
400,Napa,CA,24.5,16.5,80.7,22.3,4.6,5.9,22668,West,45.64618787523134,6.80720444183632,3.1147022976572023,9.199656931341128
61,Middlese,NJ,31.6,11.8,79.4,26.5,3.4,5.7,24896,Northeast,45.473220399535556,0.462949179791003,2.436809669832386,2.7985352347494716
356,Minnehah,SD,29.7,11.6,83.1,21.3,5.4,2.5,18526,North Central,45.43288452374222,6.534258414170214,3.0369359254981463,7.366185010782738
240,Brazoria,TX,28.7,7.8,75.5,15.1,7.7,5.6,17951,South,45.340024099276505,7.234999243637426,0.8137418038986578,1.6587813694857256
285,Kent,RI,26.2,15.1,76.8,20.5,3.7,8.6,20086,Northeast,45.31603934589009,1.0550159803891148,1.6383777577807428,2.227945511527601
63,Ventura,CA,28.8,9.4,79.4,23,5,7,21420,West,45.19323902567353,2.759276310282564,1.745847632941514,2.050773075681299
313,St._Clai,MI,25.9,12.3,74.8,10.7,9.2,11.8,17480,North Central,45.10772146943485,4.979156221884937,0.9820956410062703,2.960022526389528
204,Clark,WA,25.3,10.6,83.9,16.8,7,6.6,16790,West,44.9731782418201,2.6380679932620046,1.075390774323365,1.2560228184479927
424,Wayne,NC,29.7,10.2,71.2,12.7,11.9,7.3,13350,South,44.732768998528655,5.283473143141039,1.0796247109854202,2.512754858311199
353,Davidson,NC,26.9,12,64.2,10,7.3,5.9,15079,South,44.69635371851244,4.357539253376698,0.6157392423249682,1.7445945199207433
171,Pasco,FL,18.4,32.3,66.9,9.1,7.9,8.3,13944,South,44.49527088794904,2.650010137622674,1.0955746609231993,3.3471940127556192
327,Winnebag,WI,30.3,12.8,80.6,18.2,5.3,4.8,17645,North Central,43.9709236031927,3.1285632839224626,1.7246294184720639,3.7628278221208666
433,Kings,CA,33.7,7.7,65.6,9,15,12.8,13907,West,43.84590367501404,13.698765140092048,0.8081285909982359,1.7739408095083227
436,Hernando,FL,16.4,30.7,70.5,9.7,7.9,8.2,13919,South,43.653266083172625,4.72729070859912,0.9691934925579786,2.868021559610345
103,Snohomis,WA,28.1,9.5,85.7,19.3,4.9,5.6,18545,West,43.645117923211394,4.48842673126565,1.0780814445432327,1.4431687863208216
91,Bristol,MA,27.6,14.4,65,15.9,7.4,12.3,18521,Northeast,43.49577840319953,1.0981089221349922,1.1297091788870786,2.579370957389029
319,Sullivan,TN,24.6,14.3,66.8,15.6,10.4,4.4,15747,South,43.427393520710886,2.8761246831388063,2.62542132092816,6.838630602523747
394,Bay,MI,25.4,13.4,74,11,10.2,9.2,16499,North Central,43.401985267133895,3.974114551166725,0.9040215533059442,3.7145440061580874
87,Lake,IL,28.9,8.4,84.7,32,3.7,4.6,27378,North Central,43.27695781324431,0.8675143004310462,2.116502523149851,2.902687357915487
403,Allen,OH,26.2,13.4,76.1,11.4,10.4,7.3,16542,North Central,43.132431324313245,3.6900369003690034,1.5306819734864017,5.102273244954672
198,St._Jose,IN,28.2,14.1,76.1,19.2,7.1,5.7,17211,North Central,43.05571296731053,1.8498129948350956,1.6879037611514984,3.75224649061736
420,Clay,FL,26.3,8.5,81.2,17.9,5.4,5.9,16029,South,43.02455041231861,5.670560262676203,1.5473741814956692,2.6135527333798803
141,Johnson,KS,27.5,9.4,92.9,40.5,2.5,3.3,26156,North Central,42.9174153790691,1.3434576148980155,3.303722813994491,2.6052375131670114
28,St._Loui,MO,26.1,13.1,82.3,29.2,4,5.1,24219,North Central,42.87242747821151,0.5113086784583036,1.201776697006328,1.0628778827794658
195,Madison,IL,26.2,13.9,75.8,14.4,8.5,7.9,17980,North Central,42.79443744533338,2.908866224251519,1.1033630505781624,4.493696787809243
218,Niagara,NY,25.8,15.1,75.8,13.6,8.6,8.3,16647,Northeast,42.748554965663445,2.369131529833844,1.0826432803638406,4.045190164706735
426,Sheboyga,WI,25.4,14.6,77.4,13.8,4.5,5.6,18061,North Central,42.67547195240525,4.948159842891112,1.0974517939486124,4.052870221511981
409,Pitt,NC,35.4,9.9,71,21.9,15.5,5.5,15852,South,42.65038360327638,6.04128831399874,4.595826692857937,5.401949520032615
305,Schenect,NY,26.1,16.5,80.7,23,5.7,5.6,20679,Northeast,42.62986904243561,1.3799109086646346,2.699534447533242,4.8296881803262215
276,Harrison,MS,30,10.8,74.7,16.3,15.4,6.7,13691,South,42.59063284249993,3.5134399661355187,1.8927826323587216,4.620082847035346
32,Westches,NY,26.3,14.4,81,35.3,4.7,5.4,33330,Northeast,42.42706883111242,0.4949329383014085,5.2316583339620015,4.046333952856781
207,Gloucest,NJ,28,10.8,77.5,18.1,4.7,7.1,18523,Northeast,42.35881120643945,1.4125398770872992,0.8649090324319156,1.4733877487156752
381,Calhoun,AL,28.8,12.4,67.4,14.2,11.7,7.3,13776,South,42.23762000792871,5.248461657789958,1.1462157643449333,4.188427529861937
164,Lehigh,PA,26.3,15.4,74.6,19.6,4.9,6.6,19785,Northeast,42.09116202383815,1.1919073953216777,2.1880259677807166,4.482533576065675
212,Fort_Ben,TX,26.8,4.9,80.9,30.2,6.9,3.8,18301,South,41.84614565634968,3.8816259354718503,1.0247492469645685,1.3352793218023165
223,Prince_W,VA,32.3,3,87.8,27.6,2.3,4.3,20543,South,41.731962204315536,1.5670929035727865,0.9087284292907282,0.7093645391912317
238,Brown,WI,29.6,10.8,82.6,17.7,6.7,4.6,18490,North Central,41.63026609247972,2.7184805286905043,1.4851434268271375,3.247787701573533
385,Jackson,MS,25.9,9.4,74.4,14.4,14,7.1,13475,South,41.451541525298715,6.3084091875428445,1.475143826523086,3.00235155280581
343,Madison,IN,25.5,14,73.5,11.7,10.3,7.5,16018,North Central,41.119163688403525,3.459121903435398,1.0714094391171587,5.012665590155278
206,Marin,CA,24.7,12.3,91.9,44,3,4,37541,West,41.11327445935609,2.259926291634796,4.350358111396982,2.1208539044572703
422,Robeson,NC,26.7,10.7,57,11,20.7,8.9,10849,South,41.053822531113624,9.022713659570826,0.789130910162675,2.671635972960382
328,Williams,TX,29.1,7.6,81.4,24.6,7.6,3.8,14934,South,41.017262506180536,8.054403049781083,0.630593833078946,1.325680217268239
355,El_Dorad,CA,23,11.8,85.9,20.8,5.8,6.1,19250,West,40.890511528235244,13.587840787332832,1.1667129648001906,1.2937021310369459
156,Washingt,OR,27.6,10.1,88.2,29.8,4.8,4.4,19932,West,40.53871880958036,2.323834712441503,1.1330299081379152,0.9436566373726545
418,Olmsted,MN,29.3,10,88,29.5,4.5,3.3,20515,North Central,40.48088663473279,6.13318305625998,17.037663191509345,13.496759650605805
81,Monmouth,NJ,25.6,12.7,82.8,28.4,3.4,5.8,27391,Northeast,40.32007289504704,0.8533348760856517,2.3502867349816676,3.4422661103116114
184,Utah,UT,33.9,7,87.9,26.2,10.6,4.3,11467,West,40.232937516597744,7.579953715998331,1.1039872529306878,2.0638112219735194
112,Ocean,NJ,22.4,23.2,74.9,15.3,4.3,7.4,20974,Northeast,40.11745071017514,1.468133877189216,1.1842023254686602,3.4048702340473174
249,Barnstab,MA,22.1,22,88.4,28.1,5.8,11.1,23267,Northeast,39.87567321347231,2.122129632110608,1.8005948393665765,2.0578226735618017
175,Dakota,MN,30.6,6.4,90.7,27.6,3.3,4.7,21123,North Central,39.796240921130554,2.071017741718654,0.7303062562902622,1.028242141941016
408,Alamance,NC,27.3,14.8,67.9,14.6,6,4.5,17306,South,38.36877269828948,3.9828856052415142,1.2198164730670067,3.1419515215362295
148,Hillsbor,NH,30,10.3,82.2,26.4,4,7.5,22581,Northeast,38.2149116412208,2.609552091361103,1.746644330249678,3.1243212040241257
421,Androsco,ME,27.9,13.4,71.8,12.6,8.7,9.7,16154,Northeast,38.1915085645883,4.465176374466791,1.8810743024349461,5.0066977645617
332,Greene,OH,28.5,9.8,82.4,26,7.1,5.2,18161,North Central,38.18446438627671,3.0351566213952945,0.9800264753420951,1.535862386730149
147,Berks,PA,26.1,15.6,70,15.1,5.2,6.7,19655,Northeast,38.11626545585294,2.552574415418857,1.6848774080820628,3.0933992624575435
274,Calcasie,LA,26.6,10.9,70.3,14.7,15.5,7.8,14968,South,38.05892918743383,6.369919231089487,1.475013976946959,5.025753268226534
46,DuPage,IL,29,8.7,88.6,36,1.7,4.8,26772,North Central,38.006002563754855,0.4272924753027508,2.759490626431238,2.3565052081067877
235,St._Loui,MN,24.3,16.9,80.3,17.3,9.7,6.5,15419,North Central,37.928894673911394,31.41065419523442,2.048301574568772,7.017703177894488
17,Alleghen,PA,26.2,17.4,79,22.6,8.7,5.3,20681,Northeast,37.551750945976984,0.546223611974718,3.9515162942992963,6.312249850162633
221,San_Luis,CA,31.4,14.1,83.3,22.9,6.8,5.8,17221,West,37.313157918972934,15.219053057164698,1.9524594542323241,2.40373546016338
255,Harford,MD,28.8,8.3,81.6,21.5,4.1,6.7,20941,South,36.97867480728263,2.4158302769419984,1.3561592691015307,1.8283442777765575
42,Fairfax_,VA,29.2,6.5,91.4,49,2.2,3.2,28999,South,36.89541940717141,0.48376220400105546,2.069427206004515,0.16491893318217798
194,Oneida,NY,27.7,15.5,75.1,16.7,8.8,6.7,16477,Northeast,36.81289767019088,4.835828987864581,1.7421741695769348,3.607935065142165
312,Washingt,MN,26.5,6.6,90,26.2,3.6,4.6,20682,North Central,36.772769644130065,2.686845424137742,0.7745243186927675,0.6305861709711027
412,Yavapai,AZ,18.3,23.8,78.9,17.7,9.8,5.4,13681,West,36.68975249271218,75.4219507213547,1.0583582449820823,1.476131236422378
280,York,ME,26.4,12.6,79.5,19,4.7,6.9,17908,Northeast,36.61893102128358,6.0211316811169775,1.0450400092352372,2.4546288589013714
226,St._Char,MO,29,6.9,83.3,21.2,3.5,6.4,18753,North Central,36.56526088855697,2.634953289464414,0.807864466645061,2.8791913840315253
324,Chautauq,NY,25.7,15.7,74.4,14.2,9.9,7.7,15197,Northeast,36.49177208499242,7.484407484407485,1.1557842066316641,4.601994432502908
178,Lorain,OH,26.4,11.6,75.3,12.3,9.1,9.5,16006,North Central,36.381608551005804,1.8183427631433355,1.0733017121190886,3.4707110347218633
382,Kennebec,ME,26.1,13.4,78.9,18.1,7.3,6.8,17131,Northeast,36.09884041965765,7.488956377691883,2.079307012700166,4.288031474323578
174,Erie,PA,27.5,13.8,77.5,16.2,9.5,7.1,16331,Northeast,36.0559127923011,2.910310191166011,1.6982857474634578,5.142031846486581
339,Chittend,VT,35.8,8.1,86.7,34,5,4.4,19940,Northeast,35.966636561653296,4.090740052063964,5.28229142158909,4.3487830238082585
318,Okaloosa,FL,30.8,9.3,83.8,21,7.8,6.7,15803,South,35.840474070776764,6.510126864010683,1.238036946361006,3.352437124415758
157,Orange,NY,28,10.4,77.2,19.5,6.4,6.7,19788,Northeast,35.6740029969413,2.652390564510624,1.5569792651968002,3.2049719321170045
227,Broome,NY,28.6,15,78.9,20.7,6.5,5.9,18058,Northeast,35.044306184012065,3.332390648567119,2.1681749622926096,3.8461538461538463
425,Straffor,NH,34.8,10.7,79.8,21.7,5.1,6.5,17182,Northeast,35.02729461878676,3.5401456352594667,1.333550794853837,2.273752074678845
189,Dutchess,NY,29,11.4,79.8,24.8,3.6,5.1,22173,Northeast,35.02246957165211,3.09101140051337,2.0619589766516873,2.8559095358857944
402,Washingt,RI,31,12.3,82.8,29.1,3.7,6.7,19449,Northeast,34.88900605421522,3.0271076123120557,1.4726469465301892,2.1907895932949115
326,Outagami,WI,28.2,11.1,81.5,16.7,4.6,4.9,17182,North Central,34.58828553127891,4.554835954736318,1.6226603088748133,3.6367518326097787
201,Somerset,NJ,28.6,10.8,86.3,38.3,1.4,4.1,33180,Northeast,34.57647151852638,1.2693577050012694,3.2587117475934226,1.5565238743294254
41,Bergen,NJ,25.4,15.3,81.6,31.7,2.7,5.2,32230,Northeast,34.554992851777364,0.2835057791562674,3.908502750248371,2.7611524388766386
83,Delaware,PA,27.6,15.5,81.4,24.8,5,5.3,23658,Northeast,34.55485336464281,0.33598039627426957,2.508897089569817,2.899656898280109
375,Stearns,MN,33.6,10.5,78.3,17.5,7.3,5.4,14757,North Central,34.52281738515544,11.322406579623035,1.675211085014858,5.564394609019201
393,St._Lawr,NY,31.2,12.1,73.1,15.1,12.8,9.8,12704,Northeast,34.39191240823763,23.987711433011235,1.1788450890385267,3.375783664064872
290,Renssela,NY,29.8,13.2,77.7,19.5,6.6,6.3,17774,Northeast,34.30055235739402,4.234955869687688,1.379274618109293,3.988888097442838
388,Yellowst,MT,25.6,12.4,83.7,21.5,9,5.3,17272,West,34.20061894391592,23.23243900933706,2.3100186035849375,4.884543154145249
111,Plymouth,MA,27.1,11.6,83.8,22.2,5.3,10.4,21500,Northeast,34.10709526828955,1.5185767191391208,1.3232983210652551,1.8677804427535634
300,Clermont,OH,28.1,8.7,72.8,14.5,7.4,6,16231,North Central,34.05088323223714,3.0095813885356253,0.5459860041148702,1.005413251479822
398,Charlott,FL,16.6,33.8,75.7,13.4,5.2,7.2,16362,South,33.7102951115116,6.25366073439964,1.649020049560712,5.6949763460238785
19,Nassau,NY,25.7,14.2,84.2,30,2.5,5.1,31679,Northeast,33.55969015371135,0.22293894114101237,4.774932652243216,4.039311825551444
357,Centre,PA,45,9,83.6,32.3,6.2,6.1,15476,Northeast,33.41250222157595,8.95093144620555,1.4379655211413245,2.1811836556638067
246,Davis,UT,26.2,6.1,89.9,23.5,5.5,4.5,13394,West,33.4094210417099,1.6228497241155468,0.8832559154202648,1.3195630543628054
146,York,PA,26.6,13.1,72.8,13.9,4.3,6.2,19502,Northeast,33.25342929670705,2.6651039243287173,1.354638458774818,2.8005677702061993
390,Wood,OH,34.5,10.2,83.8,21.9,5,6.6,17522,North Central,33.1864852695795,5.447209739646328,1.1300532361016695,1.0947390724734922
429,Cass,ND,34.4,9.8,87.1,26.5,7.3,2.5,16275,North Central,33.05985963411552,17.166631024359898,3.33417578785699,6.250364523591967
124,Burlingt,NJ,28.8,10.7,81.9,23.6,3.1,5.6,23008,Northeast,32.991955774478186,2.0376342180800173,1.819949071800661,2.910906025828596
299,Frederic,MD,28.7,9.4,80.4,22,3.5,6,19954,South,32.88107158074137,4.413879420536856,1.1450788240306773,1.6044418406476353
247,Ottawa,MI,28.9,9.8,79.8,18.7,3.8,6.5,18360,North Central,32.699927570193005,3.01435814409271,0.8680925397298794,1.666950705125474
383,Livingst,MI,25.3,8.2,85.6,19.6,3,8.1,21153,North Central,32.51329499762203,4.911582861342903,0.5880063988931644,0.8041852220156513
309,Penobsco,ME,30,11.5,79.1,17.7,9.5,8,15521,Northeast,32.39404915382569,23.164917019665623,1.8280912135660738,4.07909905116609
419,Vigo,IN,30.2,15.1,76,18.1,10.7,5,15036,North Central,32.37298198987814,3.7980529088561545,1.6869763540576965,5.42848256948175
376,Lycoming,PA,25.4,15.1,74.5,12.3,8.4,8,15778,Northeast,32.22980372335945,10.403504338303428,1.9543425153735996,5.627158621851572
210,Trumbull,OH,23.9,14.4,75.2,11.4,9.4,7.9,16144,North Central,32.109668895102566,2.703972117482321,0.9876521533011724,4.060347741349265
428,Sumner,TN,25.5,10.2,70.6,14.4,7,6.8,16514,South,31.806430998925265,5.121948857970004,0.9295030063612862,2.507721652578887
384,Marathon,WI,25.9,12.7,75.9,13.5,5.5,5.9,16305,North Central,31.67244367417678,13.388214904679376,1.490467937608319,2.20103986135182
86,Bucks,PA,26.6,10.9,82.9,24.8,2.9,6.7,22548,Northeast,31.21731642687934,1.1234833898154752,1.62424654547336,2.6516425401072485
347,Porter,IN,26.4,9.8,82.4,18.5,4.6,4.5,17566,North Central,31.13269010020786,3.2420190488009184,1.318524493531474,2.939534017931933
116,Lancaste,PA,27.2,13.1,70.5,16.7,5.3,5.3,18878,Northeast,30.949193750561705,2.2444432881921945,1.357545255450284,2.935041223020562
316,St._Tamm,LA,24.2,8.9,76.9,23.1,11.1,6.2,17129,South,30.77338278849614,5.909707421042434,1.9514490547236139,3.5430564397818807
190,New_Lond,CT,31.2,11.9,80.9,21.8,4.7,6.8,20259,Northeast,30.620849790356807,2.6122051953858887,1.9062037912275402,2.0199484618974965
58,Montgome,PA,26.1,15,83.8,32.1,2.2,5,28462,Northeast,29.987715875424527,0.7122727695023382,4.773554772006353,3.5761106957415523
199,Rockingh,NH,29,9.2,86.2,25.9,3.2,8,21770,Northeast,29.67316805304155,2.8269844820923753,1.3951880249750859,2.090748235676951
